section,category,subcategory,label,kind,status,note
Verbs,Actions,More,climb,canonical,draft,
Verbs,Actions,More,color,canonical,draft,
Verbs,Actions,More,cut,canonical,draft,
Verbs,Actions,More,dig,canonical,draft,
Verbs,Actions,More,fall_v,canonical,draft,
Verbs,Actions,More,fix,canonical,draft,
Verbs,Actions,More,fly,canonical,draft,on board as nouns/Living Things/Bugs
Verbs,Actions,More,glue,canonical,draft,
Verbs,Actions,More,hop,canonical,draft,
Verbs,Actions,More,kiss,canonical,draft,
Verbs,Actions,More,paint,canonical,draft,
Verbs,Actions,More,pour,canonical,draft,
Verbs,Actions,More,ride,canonical,draft,
Verbs,Actions,More,skip,canonical,draft,
Verbs,Actions,More,splash,canonical,draft,
Verbs,Actions,More,stir,canonical,draft,
Verbs,Actions,More,swim,canonical,draft,
